,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.7463342547416687,0.5491250157356262,0.658365786075592,0.5950000286102295
1,0.587480366230011,0.6927499771118164,0.5687211751937866,0.6990000009536743
2,0.4945814907550812,0.7960000038146973,0.49039337038993835,0.7799999713897705
3,0.4189201593399048,0.8498749732971191,0.42739570140838623,0.8240000009536743
4,0.35892197489738464,0.8813750147819519,0.3840293288230896,0.8510000109672546
5,0.31313812732696533,0.8991249799728394,0.3531113862991333,0.8619999885559082
6,0.2772308588027954,0.9110000133514404,0.3266357183456421,0.8759999871253967
7,0.24964316189289093,0.918749988079071,0.31381699442863464,0.8709999918937683
8,0.22744081914424896,0.9253749847412109,0.30395740270614624,0.8640000224113464
9,0.2090277373790741,0.9312499761581421,0.2984335422515869,0.8669999837875366
10,0.1930752545595169,0.9365000128746033,0.29047447443008423,0.8740000128746033
11,0.18012429773807526,0.9424999952316284,0.2855064868927002,0.8709999918937683
12,0.16825002431869507,0.9461249709129333,0.280556857585907,0.8769999742507935
13,0.15739092230796814,0.9518749713897705,0.2772091031074524,0.8799999952316284
14,0.14843334257602692,0.9523749947547913,0.27641981840133667,0.875
15,0.13897307217121124,0.9572499990463257,0.27411508560180664,0.8809999823570251
16,0.13199619948863983,0.9593750238418579,0.27649885416030884,0.8799999952316284
17,0.12387977540493011,0.9621250033378601,0.27566447854042053,0.8799999952316284
18,0.11765232682228088,0.965624988079071,0.2739863097667694,0.8840000033378601
19,0.11174855381250381,0.968999981880188,0.27647748589515686,0.8840000033378601
20,0.10546871274709702,0.9710000157356262,0.2805320620536804,0.8799999952316284
21,0.1007169634103775,0.9728749990463257,0.27778345346450806,0.8880000114440918
22,0.09532251209020615,0.9748749732971191,0.2812116742134094,0.8859999775886536
23,0.09035707265138626,0.9754999876022339,0.2854941487312317,0.8849999904632568
24,0.08637741208076477,0.9792500138282776,0.2839912474155426,0.8840000033378601
25,0.08225598186254501,0.9786249995231628,0.28615865111351013,0.8859999775886536
26,0.07792569696903229,0.9822499752044678,0.295564740896225,0.8790000081062317
27,0.07394707202911377,0.9826250076293945,0.2971898913383484,0.8820000290870667
28,0.07064859569072723,0.9832500219345093,0.29657742381095886,0.8799999952316284
29,0.06734830886125565,0.9856250286102295,0.308002769947052,0.8759999871253967
30,0.06430849432945251,0.987375020980835,0.3060639202594757,0.8870000243186951
31,0.06143162399530411,0.9878749847412109,0.3056955933570862,0.8820000290870667
32,0.05789791792631149,0.9890000224113464,0.31538125872612,0.8809999823570251
33,0.055866435170173645,0.9902499914169312,0.309736430644989,0.8809999823570251
34,0.053502731025218964,0.9897500276565552,0.3242309093475342,0.8790000081062317
35,0.05115196853876114,0.9921249747276306,0.3251403570175171,0.8820000290870667
36,0.04895593971014023,0.9915000200271606,0.3323732614517212,0.8809999823570251
37,0.04637513682246208,0.9932500123977661,0.3346022963523865,0.8799999952316284
38,0.044738493859767914,0.9926249980926514,0.34167611598968506,0.8769999742507935
39,0.042754918336868286,0.9941250085830688,0.34799429774284363,0.871999979019165
40,0.04122668877243996,0.9942499995231628,0.3500024080276489,0.8759999871253967
41,0.03908025473356247,0.9951249957084656,0.35425499081611633,0.875
42,0.03763214126229286,0.9948750138282776,0.36212265491485596,0.8759999871253967
43,0.03571521118283272,0.9952499866485596,0.36656996607780457,0.8700000047683716
44,0.03425627946853638,0.9965000152587891,0.37640100717544556,0.8740000128746033
45,0.03269485384225845,0.996999979019165,0.38155022263526917,0.8769999742507935
46,0.03130381181836128,0.9980000257492065,0.3826253116130829,0.8730000257492065
47,0.029897211119532585,0.9971250295639038,0.3944298326969147,0.8769999742507935
48,0.02911057323217392,0.9971250295639038,0.3972001075744629,0.875
49,0.027507785707712173,0.9982500076293945,0.39690908789634705,0.875
50,0.026404673233628273,0.9983749985694885,0.40985411405563354,0.875
51,0.024890314787626266,0.9987499713897705,0.4115292727947235,0.8730000257492065
52,0.023935308679938316,0.9987499713897705,0.42239025235176086,0.878000020980835
53,0.02319878712296486,0.9987499713897705,0.4230862259864807,0.8759999871253967
54,0.02145991288125515,0.9988750219345093,0.4314833879470825,0.8740000128746033
55,0.020839134231209755,0.9994999766349792,0.4404444396495819,0.8700000047683716
56,0.020381921902298927,0.9993749856948853,0.4484669864177704,0.8730000257492065
57,0.01899401843547821,0.9993749856948853,0.4499633014202118,0.8700000047683716
58,0.0183218102902174,0.9993749856948853,0.4501399099826813,0.875
59,0.017349256202578545,0.999625027179718,0.4630374014377594,0.8769999742507935
60,0.016401708126068115,0.9993749856948853,0.48097530007362366,0.875
61,0.015427504666149616,0.999750018119812,0.4840530455112457,0.8659999966621399
62,0.014994134195148945,0.999750018119812,0.48526710271835327,0.875
63,0.014341602101922035,0.999625027179718,0.5107975006103516,0.871999979019165
64,0.013374358415603638,0.999625027179718,0.4937365651130676,0.8740000128746033
65,0.01274473313242197,0.999625027179718,0.4996548295021057,0.875
66,0.012274344451725483,0.999750018119812,0.5214059352874756,0.8759999871253967
67,0.011820260435342789,0.999750018119812,0.5301204323768616,0.871999979019165
68,0.011033485643565655,0.999875009059906,0.5247759819030762,0.8799999952316284
69,0.010605070739984512,1.0,0.5470380783081055,0.8730000257492065
70,0.010028896853327751,0.999875009059906,0.5514645576477051,0.8740000128746033
71,0.00958709605038166,0.999875009059906,0.5606657266616821,0.8740000128746033
72,0.009019550867378712,0.999875009059906,0.5649516582489014,0.8709999918937683
73,0.00849889311939478,0.999875009059906,0.5639480948448181,0.8700000047683716
74,0.00822165235877037,0.999875009059906,0.5739963054656982,0.875
75,0.007842923514544964,1.0,0.5825385451316833,0.871999979019165
76,0.007611648645251989,1.0,0.5892435312271118,0.8709999918937683
77,0.007042262703180313,1.0,0.5980575680732727,0.8740000128746033
78,0.006761574186384678,0.999750018119812,0.6139358878135681,0.8700000047683716
79,0.006327968090772629,1.0,0.6283624768257141,0.8709999918937683
80,0.00608128122985363,1.0,0.6247615218162537,0.8690000176429749
81,0.005666347686201334,1.0,0.6305243372917175,0.8740000128746033
82,0.005509185139089823,0.999875009059906,0.6335180401802063,0.875
83,0.0052769966423511505,1.0,0.6570996046066284,0.8730000257492065
84,0.004888577852398157,1.0,0.6569523215293884,0.8740000128746033
85,0.004730763379484415,1.0,0.6503531336784363,0.8740000128746033
86,0.004493386019021273,1.0,0.6670458316802979,0.8709999918937683
87,0.004357679281383753,0.999875009059906,0.6928668022155762,0.8700000047683716
88,0.004025212023407221,1.0,0.6959134340286255,0.8740000128746033
89,0.003871006891131401,1.0,0.6989917159080505,0.8709999918937683
90,0.0036057436373084784,1.0,0.7109928727149963,0.871999979019165
91,0.003446857212111354,1.0,0.708063542842865,0.871999979019165
92,0.0032693517860025167,1.0,0.7191525101661682,0.8740000128746033
93,0.0031603206880390644,1.0,0.7286830544471741,0.8700000047683716
94,0.0030185221694409847,1.0,0.7334141731262207,0.8730000257492065
95,0.0028452263213694096,1.0,0.7400314807891846,0.8730000257492065
96,0.002685762709006667,1.0,0.7540656328201294,0.8709999918937683
97,0.002486569108441472,1.0,0.7552783489227295,0.871999979019165
98,0.002417884301394224,1.0,0.7651702165603638,0.8700000047683716
99,0.002277696505188942,1.0,0.7734472751617432,0.8709999918937683
100,0.0022069199476391077,1.0,0.7689843773841858,0.8730000257492065
101,0.0020706281065940857,1.0,0.8053100109100342,0.8690000176429749
102,0.001989443553611636,1.0,0.8006649613380432,0.8700000047683716
103,0.001840686541981995,1.0,0.8132506012916565,0.8730000257492065
104,0.0017121045384556055,1.0,0.7998793721199036,0.8730000257492065
105,0.001663144794292748,1.0,0.8193636536598206,0.8690000176429749
106,0.0015878919512033463,1.0,0.839189350605011,0.8730000257492065
107,0.0014728996902704239,1.0,0.8588313460350037,0.8769999742507935
108,0.001428457093425095,1.0,0.8519134521484375,0.871999979019165
109,0.0013439231552183628,1.0,0.8660828471183777,0.8709999918937683
110,0.0012301551178097725,1.0,0.8794997334480286,0.8700000047683716
111,0.0011762469075620174,1.0,0.8835172653198242,0.871999979019165
112,0.001145832473412156,1.0,0.893625020980835,0.8730000257492065
113,0.0010703349253162742,1.0,0.8896227478981018,0.871999979019165
114,0.0010443421779200435,1.0,0.9186131954193115,0.8730000257492065
115,0.0009863993618637323,1.0,0.9126080274581909,0.8690000176429749
116,0.0009643641533330083,1.0,0.9282060861587524,0.8690000176429749
117,0.0008416466880589724,1.0,0.9207361936569214,0.8690000176429749
118,0.0008706551743671298,1.0,0.9381628632545471,0.8690000176429749
119,0.0007853685528971255,1.0,0.9584602117538452,0.8690000176429749
120,0.0007746685878373682,1.0,0.9543995261192322,0.8709999918937683
121,0.000713872374035418,1.0,0.956352949142456,0.8690000176429749
122,0.0006764353602193296,1.0,0.9749301671981812,0.8679999709129333
123,0.000605747860390693,1.0,0.9793074727058411,0.8679999709129333
124,0.0006314900238066912,1.0,0.9946996569633484,0.8690000176429749
